,profiling/Time taken: GRPOTrainer.transformers.generate,_step,_runtime,_timestamp,train/global_step,profiling/Time taken: GRPOTrainer._get_per_token_logps_and_entropies,profiling/Time taken: GRPOTrainer.compute_loss,profiling/Time taken: GRPOTrainer.reward_format,profiling/Time taken: GRPOTrainer._prepare_inputs,profiling/Time taken: GRPOTrainer._calculate_rewards,profiling/Time taken: GRPOTrainer.reward_seen_test,profiling/Time taken: GRPOTrainer.reward_cot_monitor,profiling/Time taken: GRPOTrainer.reward_unseen_tests,train/entropy,train/clip_ratio/region_mean,train/completions/mean_terminated_length,train/clip_ratio/high_max,train/rewards/reward_unseen_tests/std,train/reward,train/num_tokens,train/rewards/reward_seen_test/std,train/rewards/reward_seen_test/mean,train/rewards/reward_cot_monitor/mean,train/rewards/reward_cot_monitor/std,train/completions/min_terminated_length,train/loss,train/rewards/reward_format/mean,train/grad_norm,train/completions/min_length,train/clip_ratio/low_min,train/learning_rate,train/clip_ratio/low_mean,train/completions/mean_length,train/epoch,train/frac_reward_zero_std,train/completions/max_terminated_length,train/completions/clipped_ratio,train/clip_ratio/high_mean,train/reward_std,train/rewards/reward_unseen_tests/mean,train/rewards/reward_format/std,train/completions/max_length,code_results
45,,340,3747.95743572,1764183985.1126268,15,,0.8208001274615526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,,370,4126.211954747,1764184363.3671439,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'log_mode': 'IMMUTABLE', 'ncols': 13, 'nrows': 200, '_type': 'table-file', 'sha256': '07e528f8afc02c36ba88492f2d0fcde75302c8c09d78590d47b9212a50a1829b', '_latest_artifact_path': 'wandb-client-artifact://n4c37a3jb0hmivy3gmgz647y1365n9dakyfvcc25u03kt4m7shgz6urywibcikpy8ol7brmy0o8angm6tahffxno97w0awf3851kjk6clzoavsc7xoe5myr2vhnz1dau:latest/code_results.table.json', 'size': 528664, 'path': 'media/table/code_results_370_07e528f8afc02c36ba88.table.json', 'artifact_path': 'wandb-client-artifact://zo1cvdq8br0msco1cfdjbwqms1mubumdxtcl12lmzdujotj2erl3dyox4lhsnczjgsv8hh7rw1izjamhgyqdyfsn4vj8fvfhas1uaxcdansrripryey3ikoi0wllar18/code_results.table.json'}"
47,,375,4375.495933152,1764184612.6514604,18,,,,,,,0.0003397110849618912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,,396,4571.385441243,1764184808.540808,19,,0.820020753890276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,406,4717.163200843,1764184954.3181686,20,0.3803560696542263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,421,4831.830046412,1764185068.9854155,21,,0.8476751800626516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,,425,4835.695222962,1764185072.8504462,22,,,,,,,,,0.34641481935977936,0.0,508.15386962890625,0.0,0.2574494779109955,0.90625,472901.0,0.2961445748806,0.09375,0.28125,0.9240295886993408,312.0,0.1448,0.8125,0.16781775653362274,312.0,0.0,5e-06,0.0,604.875,0.39285714285714285,0.5,804.0,0.1875,0.0,0.3696783781051636,0.078125,0.3965577781200409,1024.0,
52,61.97465898282826,441,5053.680655902,1764185290.8356128,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,,447,5220.430420111,1764185457.5856214,23,,,,228.75897405669093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,,450,5222.865194384,1764185460.0203252,23,,,,4.390254616737366e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,,471,5692.13097439,1764185929.2858214,25,,,,,,140.21546546928585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,,481,5696.918290705,1764185934.0734024,26,,,,,,,,,0.3863106071949005,0.0,550.7333374023438,0.0,0.3299559950828552,1.15625,557156.0,0.420013427734375,0.21875,0.53125,1.7410485744476318,320.0,0.0612,0.9375,0.14907541871070862,320.0,0.0,5e-06,0.0,580.3125,0.4642857142857143,0.5,1006.0,0.0625,0.0,0.3467404842376709,0.1875,0.24593468010425568,1024.0,
57,,490,5871.157479684,1764186108.3127718,26,0.3067811280488968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,62.47736296616495,497,5938.3939156,1764186175.5489209,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,,504,6040.594428237,1764186277.7496774,27,0.39987500943243504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,,515,6287.568026327,1764186524.723197,28,,,,,,,0.0008496996015310287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,,522,6290.820456473,1764186527.975745,28,,0.8211357742547989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,,530,6464.133224565,1764186701.2885826,29,,,,,115.50520210713148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,62.125081688165665,539,6531.656677891,1764186768.8118732,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,,547,6579.27751512,1764186816.432687,30,,0.8202610556036234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,,555,6718.260787305,1764186955.4157069,31,,,,,,71.48112410865724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,,559,6718.272824966,1764186955.4281867,31,,,,133.9832988344133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,,568,6773.20485094,1764187010.3602114,32,,,0.0014973897486925125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,,570,6885.345923956,1764187122.5011907,32,,,,,,,,0.001135312020778656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,,589,7067.594035141,1764187304.7494097,33,,0.8527533020824194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,,593,7071.543251555,1764187308.6984763,34,,,,,,,,,0.37844468653202057,0.0,551.4827270507812,0.0,0.420013427734375,1.25,720389.0,0.4825586974620819,0.34375,1.15625,2.5791893005371094,284.0,0.085,0.90625,0.20108146965503693,284.0,0.0,5e-06,0.0,595.78125,0.6071428571428571,0.25,983.0,0.09375,0.0,0.45151597261428833,0.28125,0.2961445748806,1024.0,
71,62.23489727452397,595,7134.934120617,1764187372.0892832,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,,612,7386.682518151,1764187623.8378887,35,,,,,,,,0.001165410503745079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,,614,7386.684674753,1764187623.8400574,35,,,,,53.55481589399278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,,630,7518.868472627,1764187756.0236602,36,0.3924936205148697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,,636,7524.57103562,1764187761.726321,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'size': 528664, 'log_mode': 'IMMUTABLE', 'path': 'media/table/code_results_636_07e528f8afc02c36ba88.table.json', '_latest_artifact_path': 'wandb-client-artifact://0cwg1b8t2axxo9zi8mgh34ra4nxl6v20tiv0y5t4da8oswiux1fc9dz3vp6kz77lyyvzmvy7t5s7970cf3mo5v4tcdd7mnbsz4oehts3hokn1m4z4p0fyuy3k8tn5ant:latest/code_results.table.json', 'artifact_path': 'wandb-client-artifact://thkbwa3oqoyqf93p0alifovweflc44lpo92zvqnshuesmpba72di98pic0chh89xnv7ara0c9a5ijsgta3qzjny3q8cp9kb2xp3gk0c9ig4gzrd5lnka37vvv7xic8c9/code_results.table.json', 'sha256': '07e528f8afc02c36ba88492f2d0fcde75302c8c09d78590d47b9212a50a1829b', '_type': 'table-file', 'ncols': 13, 'nrows': 200}"
76,,640,7701.176143653,1764187938.331404,37,,,,,,,,0.001109229400753975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,,650,7707.231810604,1764187944.3871162,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'sha256': '07e528f8afc02c36ba88492f2d0fcde75302c8c09d78590d47b9212a50a1829b', '_latest_artifact_path': 'wandb-client-artifact://uqxfp5trd2raoh8ejp7pf7lyj11kgbqoxqciqbvwbrwp1qe1gi3ynjhuiz33514pl469kq8b6zvyimbq0mtpck0hh4atd4fguqjl0cgcdpiq6vsfzava9vx5vl8slb29:latest/code_results.table.json', '_type': 'table-file', 'log_mode': 'IMMUTABLE', 'path': 'media/table/code_results_650_07e528f8afc02c36ba88.table.json', 'size': 528664, 'artifact_path': 'wandb-client-artifact://zsoijd6y7uwpdx9hd8vxnkl659y9docw5faes96z27xeb430ecrpwt1xkrsxxfcmy4ytjwnxvnzkw67bm2r3740ielh6o7zqn9wxwcn1j54pvs7x5h2koixuwcn2nvx1/code_results.table.json', 'ncols': 13, 'nrows': 200}"
78,,664,7830.964800339,1764188068.120084,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'path': 'media/table/code_results_664_07e528f8afc02c36ba88.table.json', '_type': 'table-file', 'ncols': 13, '_latest_artifact_path': 'wandb-client-artifact://1qe4xhmio7btehfdqrbmwqhx01tx812ypvgr6waoqfg0sgr8hmjzbnh60krsqovf5a4sqnferu6no26dwv1lqu9mx520wuysufi6962m1vliinrws4821t51xw7iqy11:latest/code_results.table.json', 'log_mode': 'IMMUTABLE', 'nrows': 200, 'sha256': '07e528f8afc02c36ba88492f2d0fcde75302c8c09d78590d47b9212a50a1829b', 'size': 528664, 'artifact_path': 'wandb-client-artifact://2ir73ww8bjle75j02yizva988ibh681p28eviadzlutlqph1hu075qvmv15dqd8jxksiemygib36y4y2slrl6lcu8we8ylkrei5eyt3kmnz0dgar6l382hsh0n253v26/code_results.table.json'}"
79,,684,8119.870389028,1764188357.0257413,40,,,,,58.64750953577459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,,689,8122.184829237,1764188359.3400686,40,0.29617245867848396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,,698,8270.355006133,1764188507.5104218,41,,,,,82.83721744082868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,702,8272.789213476,1764188509.9443798,41,,,,3.3508986234664917e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,703,8273.150848441,1764188510.3061025,41,0.3609974533319473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,63.30262124352157,707,8339.653567667,1764188576.8084445,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,61.830042850226164,721,8461.61876213,1764188698.7739704,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,,725,8588.601633979,1764188825.7569578,43,,,,,,,0.0008081216365098953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,,729,8589.457398616,1764188826.6126642,43,,0.8453614581376314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,,757,8904.223089306,1764189141.3784423,45,,0.7287443745881319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,,762,8908.787791397,1764189145.943096,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'artifact_path': 'wandb-client-artifact://punmsn7lpm2rh0mz1y8imn0uo52pz4qztdlwlawaswwp26rqlkwag2dd6m8y8hseajuufoztrk3ap3juziba89h2o1hxalde9orgtm78a1kx66h2pi7480gr6nfjmymu/code_results.table.json', 'path': 'media/table/code_results_762_07e528f8afc02c36ba88.table.json', '_type': 'table-file', 'log_mode': 'IMMUTABLE', 'sha256': '07e528f8afc02c36ba88492f2d0fcde75302c8c09d78590d47b9212a50a1829b', 'size': 528664, 'ncols': 13, 'nrows': 200, '_latest_artifact_path': 'wandb-client-artifact://7o7u2m5ikcxicfbv2l743krs4o4zyhagsuqxc9wk5a9zck8s57ospjhf6jh040g1c0jjh7gsh0eshxv9l2hj74eu0164v17qoqnneif5hlpwc5894szlvqu7k4mp3we5:latest/code_results.table.json'}"
90,,767,9071.115353079,1764189308.2707102,46,,,,,,,0.0007810592651367188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,,771,9071.946871734,1764189309.1022809,46,,0.8214426767081022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,774,9074.233784359,1764189311.389201,46,,0.7963246051222086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,,775,9075.733850887,1764189312.8890448,47,,,,,,,,,0.37854333221912384,0.0,514.6000366210938,0.0,0.4012957811355591,1.21875,983348.0,0.45680341124534607,0.28125,0.6875,1.59510338306427,259.0,0.0315,0.9375,0.1886642873287201,259.0,0.0,5e-06,0.0,546.4375,0.8392857142857143,0.375,902.0,0.0625,0.0,0.3617308735847473,0.265625,0.24593468010425568,1024.0,
94,,788,9152.885767609,1764189390.041242,47,,0.7586196791380644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,,789,9154.325297415,1764189391.4806066,48,,,,,,,,,0.377623975276947,0.0,610.5,0.0,0.0883883461356163,1.0,1005880.0,0.0,0.0,0.0,0.0,287.0,0.0,1.0,0.0,287.0,0.0,5e-06,0.0,610.5,0.8571428571428571,1.0,930.0,0.0,0.0,0.0,0.015625,0.0,930.0,
96,,797,9365.721028348,1764189602.8764076,48,,,,210.24686143174767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,806,9432.612705467,1764189669.76806,49,,,0.001490570604801178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,815,9514.858978642,1764189752.0141308,49,0.3388283159583807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,,830,9763.170543373,1764190000.3256123,50,,,,,,118.81863385997713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,863,10182.372896771,1764190419.5282626,50,,0.8411511834710836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,,872,10280.810902016001,1764190517.9663746,50,,0.822139447554946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,,876,10392.373530321,1764190629.5288424,50,,,,,,,,0.001103302463889122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,,880,10392.768980425,1764190629.92414,50,0.3850167952477932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,,894,10652.274528904,1764190889.4296894,50,,,,,,,,0.0011915229260921478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,,916,10837.729322085,1764191074.8845174,50,0.3261753525584936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,,922,10924.308572679,1764191161.46395,50,,,,,,,0.0005347505211830139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,,930,11044.395832165,1764191281.5511363,50,,,,,,,,0.0005585998296737671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,,932,11044.397278266,1764191281.5526187,50,,,,,60.547593742609024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,62.79318057000637,938,11112.841988055,1764191349.9971285,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,,941,11238.425473184,1764191475.58083,50,,,,,,,,0.0013987217098474503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,,942,11238.426883425,1764191475.5822484,50,,,,,,,0.0008063111454248428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,,948,11241.269566084,1764191478.4248106,50,0.3709814939647913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,,974,11519.010826566,1764191756.1659439,52,,0.8117200769484043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,62.68449053540826,980,11586.652486485,1764191823.807548,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,,985,11629.711005455,1764191866.866288,53,,,,,43.04129322618246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,,986,11629.720030083,1764191866.8755124,53,,,,105.78413941152394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,62.41359693929553,994,11698.108489503,1764191935.2635572,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,,995,11698.128878581,1764191935.284061,54,,,0.002097301185131073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,,997,11823.742567236,1764192060.8978996,54,,,,,,,,0.0013897418975830078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,,1000,11823.753152675,1764192060.9085171,54,,,,188.07973610796034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,,1015,11990.882328865,1764192228.037557,55,0.381734112277627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,,1020,11995.301999069,1764192232.457049,56,,,,,,,,,0.35285684466362,0.0,553.433349609375,0.0,0.380669504404068,1.25,1161447.0,0.4709290862083435,0.3125,1.03125,2.693892478942871,300.0,0.0874,0.9375,0.20259717106819153,300.0,0.0,5e-06,0.0,582.84375,1.0,0.125,942.0,0.0625,0.0,0.4963996410369873,0.234375,0.24593468010425568,1024.0,
123,,1031,12198.593783145,1764192435.7491457,56,,,,2.987682819366455e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,,1035,12202.228083375,1764192439.3833854,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'path': 'media/table/code_results_1035_fbe165e84bd7df38e2cc.table.json', '_latest_artifact_path': 'wandb-client-artifact://fymxf3kei8hmxg8t52m9e4usqcnjyv47jldc47ldun3z0ccoddln1hrwnbfky42a55nblv45dqhuuhu4q4pwgi9mbcpmgxfa5c34k31ib97j4n5qxo6r9ejfxlwysvv4:latest/code_results.table.json', '_type': 'table-file', 'artifact_path': 'wandb-client-artifact://hafu2kpwgmgpq8mfwdq22jj6dj2392mzwscc13hml1604jdl5odud9beo3u9cgzw8zvgqi8ez2qh9xo9r5f28gnw63w30pxu98hap6458q426s6k2utnnt6i6jjn7e00/code_results.table.json', 'sha256': 'fbe165e84bd7df38e2cc019b745f3e5a263a59775e3c47dea226411a853b3d8a', 'log_mode': 'IMMUTABLE', 'size': 1052497, 'nrows': 400, 'ncols': 13}"
125,,1040,12316.245573507,1764192553.4009285,57,,,,,,,0.0007808096706867218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,62.48051534593105,1050,12384.879727031,1764192622.0346375,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,,1053,12507.20628111,1764192744.3615477,58,,,,,,,,0.0012439414858818054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,,1058,12508.038739416,1764192745.1941266,58,,0.8215720281004906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,,1082,12957.67071965,1764193194.826103,60,,,,,,,0.0007650498300790787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,,1083,12957.671645601,1764193194.8271012,60,,,,,171.59636267460883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
